,Name,Nationality,National_Position,National_Kit,Club,Club_Position,Club_Kit,Rating,Height,Weight,Age,Preffered_Position,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Speed,Finishing,Penalties
16075,Alan Chaparro,Chile,0,0.0,San Luis,Sub,12.0,56,182,76,20,GK,3,1,14,10,11,13,11,22,49,11,21,40,11,23
16076,Louis Rooney,Northern Ireland,0,0.0,Hartlepool,Sub,28.0,56,180,75,20,ST,3,2,52,52,15,17,26,36,52,57,15,67,55,62
16077,Luca de la Torre,United States,0,0.0,Fulham,Sub,36.0,56,175,64,18,CAM,2,3,61,59,27,30,25,34,51,51,29,68,41,51
16078,Ryheem Sheckleford,England,0,0.0,Fulham,Res,52.0,56,175,71,19,RB/CB,3,2,41,52,57,61,61,50,52,51,47,77,23,39
16079,Moustafa Zeidan,Sweden,0,0.0,Helsingborgs IF,Sub,55.0,56,170,70,18,RM/ST,3,3,60,66,22,15,21,28,42,43,14,64,54,54
16080,Jake Mulraney,Republic of Ireland,0,0.0,Inverness CT,Sub,15.0,56,172,64,20,LM/RM,3,3,57,55,22,26,29,32,40,48,25,82,45,55
16081,Tjorven Melens,Belgium,0,0.0,Sport. Lokeren,Res,26.0,56,178,64,20,CM,3,2,62,52,53,50,57,32,56,48,37,64,57,43
16082,Moussa Diallo,France,0,0.0,AJ Auxerre,Res,25.0,56,183,68,20,CDM/CM,2,2,51,53,54,58,53,52,54,47,55,60,29,41
16083,Oliver Abildgaard,Denmark,0,0.0,Aalborg BK,Sub,27.0,56,175,66,20,CM,3,2,58,48,42,45,48,61,50,54,48,62,32,45
16084,Oskar Buur,Denmark,0,0.0,Aarhus GF,Sub,17.0,56,178,65,18,RB,3,2,51,47,52,59,56,51,57,47,55,67,29,36
16085,Norman Peyretti,France,0,0.0,FC Thun,Sub,23.0,56,182,74,23,CAM/RM,3,3,59,61,31,33,34,32,42,53,22,61,56,59
16086,Sven Joss,Switzerland,0,0.0,BSC Young Boys,Sub,39.0,56,179,68,22,RB/LB,3,2,46,55,51,58,57,50,49,46,55,77,25,40
16087,Marcel Engelhardt,Germany,0,0.0,Braunschweig,Sub,1.0,56,191,87,23,GK,2,1,19,18,15,19,20,17,48,18,24,43,13,19
16088,Remo Arnold,Switzerland,0,0.0,FC Luzern,Sub,6.0,56,182,75,20,CDM,3,2,50,48,55,61,58,58,51,40,53,50,30,45
16089,Ali Lajami,Saudi Arabia,0,0.0,Al Khaleej,Sub,78.0,56,178,75,20,RB/CB,3,2,45,52,41,50,57,50,49,48,51,81,40,34
16090,Santiago Ruiz,Colombia,0,0.0,Envigado,Res,2.0,56,185,79,19,LB,3,2,43,49,50,55,52,54,51,44,62,71,31,40
16091,Carlos Riascos,Colombia,0,0.0,Al. Petrolera,Sub,26.0,56,178,74,22,RB/LB,4,2,48,23,48,58,52,49,45,50,55,67,39,32
16092,Raimundo Rebolledo,Chile,0,0.0,Uni. Católica,Res,15.0,56,171,63,19,RB,2,2,34,50,55,63,59,51,62,45,54,65,23,37
16093,Mason Warren,England,0,0.0,Rotherham Utd,Res,40.0,56,173,65,20,LB/LM,3,2,55,58,58,57,57,53,56,54,55,65,31,53
16094,Daniel Iversen,Denmark,0,0.0,Leicester City,Res,40.0,56,193,80,19,GK,2,1,16,11,20,13,18,19,50,19,20,44,14,21
16095,Tahvon Campbell,England,0,0.0,Notts County,Sub,14.0,56,171,68,20,LW/ST,3,3,56,62,22,26,28,35,47,57,34,74,56,60
16096,Jørgen Hatlehol,Norway,0,0.0,Aalesunds FK,Sub,38.0,56,183,68,19,CM,3,2,55,57,54,54,57,62,56,56,55,55,49,49
16097,Marius Østvold,Norway,0,0.0,Stabæk Fotball,Sub,40.0,56,170,60,19,CM,3,2,61,63,38,46,43,39,54,52,28,65,49,53
16098,Sultan Al Ghamdi,Saudi Arabia,0,0.0,Al Taawoun,Res,23.0,56,185,81,25,GK,3,1,15,19,17,12,15,19,52,13,24,47,11,16
16099,Matías Herrera,Chile,0,0.0,CD Palestino,Res,25.0,56,170,68,21,GK,3,1,20,21,20,21,25,7,61,8,20,44,7,24
16100,Nicolas Lemaître,France,0,0.0,Stade de Reims,Res,40.0,56,185,83,20,GK,2,1,24,20,14,15,11,18,46,19,24,32,17,22
16101,Mansour Jawhar,Saudi Arabia,0,0.0,Al Shabab,GK,50.0,56,178,64,22,GK,3,1,19,17,18,16,11,21,55,17,18,40,18,22
16102,Khalid Shakhtiev,Russia,0,0.0,Terek Grozny,Res,25.0,54,168,65,19,LB,3,2,37,34,57,69,64,52,48,27,53,57,26,40
16103,Ronan Curtis,Republic of Ireland,0,0.0,Derry City,LM,9.0,56,182,77,21,LM,3,2,48,60,35,43,45,34,49,49,38,60,59,57
16104,Kim Tae Ho,Korea Republic,0,0.0,Jeonbuk Hyundai,Res,21.0,56,186,81,24,GK,3,1,22,16,15,20,19,26,56,18,16,48,14,24
16105,Agustín Pascucci,Argentina,0,0.0,Junín,Res,14.0,56,173,69,23,CM,3,2,56,50,56,55,57,59,53,47,54,65,55,60
16106,Tobias Salquist,Denmark,0,0.0,Silkeborg IF,Sub,28.0,56,190,78,21,CB,2,2,34,27,54,61,61,44,46,23,51,62,20,35
16107,Facundo Altamirano,Argentina,0,0.0,Banfield,Res,27.0,56,185,78,21,GK,2,1,19,13,12,24,17,26,62,12,26,45,12,24
16108,Hamilton Valencia,Colombia,0,0.0,Atlético Huila,Res,16.0,56,175,70,20,LM/RM,2,3,56,57,16,21,24,27,49,50,21,69,52,49
16109,Mitchell Dickenson,England,0,0.0,Gillingham,Res,22.0,56,191,87,20,CB/LB,2,2,40,29,51,61,52,56,46,25,56,54,21,40
16110,Jermaine Hylton,England,0,0.0,Swindon Town,Res,24.0,56,178,72,23,ST,2,3,47,55,14,15,20,41,56,56,13,68,57,55
16111,Michael Jahn,Sweden,0,0.0,Djurgårdens IF,Sub,32.0,56,189,80,21,CB,3,2,38,28,54,54,58,65,53,22,57,68,13,34
16112,Mohamed Zeroual,Belgium,0,0.0,KV Mechelen,Res,34.0,56,166,66,18,CAM,4,3,61,59,18,22,13,39,59,49,23,52,34,52
16113,Matthew McInally,Scotland,0,0.0,Partick Thistle,Sub,25.0,56,185,75,19,RB,3,2,56,52,48,53,56,43,51,36,51,71,50,49
16114,Oliver Pain,Australia,0,0.0,Motherwell,Res,23.0,56,185,76,19,GK,2,1,26,13,21,18,17,16,34,5,11,25,13,23
16115,Nico Empen,Germany,0,0.0,FC St. Pauli,Sub,24.0,56,180,79,21,ST,4,3,52,50,21,23,24,63,53,58,20,69,57,51
16116,Jonathan Tamimi,Sweden,0,0.0,Jönköpings Södra IF,Sub,2.0,56,178,71,22,RB,3,2,58,53,52,53,53,56,48,35,45,73,34,24
16117,Ross MacLean,Scotland,0,0.0,Motherwell,Sub,27.0,56,172,60,20,RM,3,3,59,58,23,25,32,26,38,50,21,71,51,55
16118,Juan Jiménez,Colombia,0,0.0,Envigado,Sub,12.0,56,184,72,20,GK,3,1,24,18,16,13,18,20,57,17,18,40,13,21
16119,David O'Sullivan,Republic of Ireland,0,0.0,Longford Town,ST,15.0,56,183,76,29,ST,3,2,55,54,18,12,17,33,46,55,11,51,58,63
16120,Marc Bola,England,0,0.0,Notts County,LB,16.0,56,185,78,19,LB,2,2,60,63,59,57,64,58,50,40,52,70,21,36
16121,George Blackwood,Australia,0,0.0,Sydney FC,Sub,19.0,56,189,74,19,ST/RM,2,2,55,56,19,26,28,40,50,51,17,73,57,53
16122,Ali Al Ahsai,Saudi Arabia,0,0.0,Al Khaleej,Sub,22.0,56,179,68,28,GK,3,1,17,18,15,11,15,22,46,19,16,48,17,18
16123,Louis Ramsay,England,0,0.0,Norwich,Res,38.0,56,176,66,19,RB/LB,2,2,41,53,46,57,53,50,48,51,55,79,23,41
16124,Deimantas Petravičius,Lithuania,0,0.0,Zagłębie Lubin,Res,88.0,56,178,72,21,RM,2,3,48,57,35,43,41,59,54,56,41,80,37,42
16125,Esteban Ruiz,Colombia,0,0.0,La Equidad,Sub,12.0,56,188,84,19,GK,3,1,20,13,20,11,16,16,56,17,25,46,14,23
16126,Dimitar Mitov,Bulgaria,0,0.0,Charlton Ath,Res,27.0,56,188,76,20,GK,3,1,24,15,15,16,13,26,52,17,25,60,12,33
16127,Jonathan Edwards,England,0,0.0,Accrington,Sub,24.0,56,180,64,20,ST,3,3,54,52,12,13,11,29,54,46,20,80,61,61
16128,Xavier Lenogue,France,0,0.0,AJ Auxerre,Sub,16.0,56,194,84,20,GK,2,1,13,8,8,11,10,13,60,6,16,45,6,12
16129,Giuseppe Scalera,Italy,0,0.0,Fiorentina,Res,98.0,56,184,73,19,RB,2,2,53,53,48,60,61,65,58,35,58,55,26,37
16130,Marc Marino,Australia,0,0.0,Adelaide United,Sub,13.0,56,176,74,20,ST/RW,2,2,55,53,22,14,16,35,50,58,15,74,60,56
16131,Scott Wright,Scotland,0,0.0,Aberdeen,Sub,26.0,56,175,65,19,RM,3,3,60,59,24,23,31,28,39,49,23,75,52,56
16132,Dom Telford,England,0,0.0,Stoke City,Res,37.0,56,175,72,20,ST,3,2,54,44,15,12,13,30,48,48,12,73,63,68
16133,Moustapha Beye,Senegal,0,0.0,Novara,Res,14.0,56,187,74,21,CB,2,2,34,26,54,64,65,53,44,23,53,59,27,40
16134,Greg Docherty,Scotland,0,0.0,Hamilton,RCM,8.0,56,177,72,20,CM,3,3,59,61,54,54,56,40,56,46,31,72,48,65
16135,Leonardo Figueroa,Chile,0,0.0,CD O'Higgins,Sub,12.0,56,185,82,26,GK,3,1,16,22,22,14,16,37,57,8,18,54,22,22
16136,Muhammed Kayaroglu,Germany,0,0.0,Greuther Fürth,Res,36.0,56,173,69,21,CF/CAM,4,3,58,66,12,28,24,39,49,50,30,67,53,47
16137,Jakub Mrozik,Poland,0,0.0,Korona Kielce,Sub,37.0,56,178,73,23,CDM,3,3,52,53,47,58,52,60,54,49,51,65,31,40
16138,Stefan Umjenović,Austria,0,0.0,SCR Altach,Sub,8.0,56,189,85,21,CB,3,2,30,32,52,56,58,46,50,27,56,63,20,37
16139,Svenn Crone,Denmark,0,0.0,Brøndby IF,LB,27.0,56,183,74,21,LB/RB,2,2,53,50,56,55,54,50,54,37,52,72,31,33
16140,Joe McDonnell,England,0,0.0,AFC Wimbledon,Sub,24.0,56,178,63,22,GK,2,1,23,10,11,13,15,16,50,10,11,29,11,22
16141,George Maris,England,0,0.0,Cambridge Utd,Sub,18.0,56,180,75,21,LM,3,2,56,57,28,30,30,33,50,46,25,60,59,57
16142,David Sauerland,Germany,0,0.0,Bor. Dortmund,Res,45.0,56,175,66,19,CM/RB,3,2,63,65,39,37,39,33,48,54,37,65,58,59
16143,Guillaume Lesec,France,0,0.0,Stade Lavallois,Res,30.0,56,178,70,21,GK,2,1,20,16,14,16,14,22,54,13,19,56,14,25
16144,Hussain Al Shaikh,Saudi Arabia,0,0.0,Al Khaleej,LCM,10.0,56,175,73,26,CDM/CAM,3,3,56,53,50,49,48,52,48,54,49,57,45,51
16145,David Olsson,Sweden,0,0.0,IF Elfsborg,Sub,30.0,56,197,94,19,GK,2,1,21,15,13,13,12,22,53,20,17,47,16,17
16146,Magnus Pedersen,Denmark,0,0.0,Sogndal,Sub,26.0,56,188,79,20,RB,3,2,53,50,51,55,59,47,50,50,52,70,45,47
16147,Jack Cowgill,England,0,0.0,Barnsley,Res,24.0,56,186,85,20,CB,2,2,31,26,54,62,63,45,53,23,55,62,25,45
16148,George Cooper,England,0,0.0,Crewe Alexandra,LW,11.0,57,175,72,20,LM/RM,4,3,53,61,24,29,33,28,44,52,17,75,45,37
16149,Runar Runarsson,Iceland,0,0.0,FC Nordsjælland,Sub,16.0,56,185,78,22,GK,2,1,17,13,18,15,19,23,45,16,23,46,14,22
16150,Harry Isted,England,0,0.0,Stoke City,Res,60.0,56,186,74,20,GK,2,1,24,16,16,18,14,28,55,15,23,48,14,31
16151,Yones Felfel,Denmark,0,0.0,FC Vaduz,Sub,30.0,56,182,75,21,ST,3,2,55,57,17,18,14,33,47,53,30,67,59,65
16152,Jens Rinke,Denmark,0,0.0,Silkeborg IF,Sub,31.0,56,184,86,26,GK,2,1,19,18,16,13,17,17,50,20,23,45,19,21
16153,Ilter Ayyildiz,Austria,0,0.0,Admira Wacker,Sub,55.0,56,182,76,24,LM,4,2,58,57,32,26,29,28,39,45,17,67,51,40
16154,Jalen Robinson,United States,0,0.0,D.C. United,Res,20.0,56,175,65,22,CB/RB,2,2,37,36,52,57,57,62,55,25,52,77,20,39
16155,Johan Brattberg,Sweden,0,0.0,Falkenbergs FF,Sub,24.0,56,198,93,20,GK,2,1,21,17,12,16,15,20,47,19,21,35,17,23
16156,Kevin Martin,Switzerland,0,0.0,FC Lausanne,Sub,22.0,56,180,81,21,GK,2,1,20,9,9,9,9,23,40,13,22,44,8,23
16157,Igor Lasicki,Poland,0,0.0,Carpi,Sub,32.0,56,184,70,21,RB,2,2,47,41,62,64,62,61,55,49,63,52,32,41
16158,Francesco Di Mariano,Italy,0,0.0,Novara,Sub,9.0,56,177,70,20,LW/RW,4,3,60,61,32,25,27,34,49,56,30,58,52,48
16159,Jacob Barrett Laursen,Denmark,0,0.0,Odense BK,Sub,20.0,56,179,76,22,LB,3,2,53,50,58,58,58,55,57,51,56,66,26,44
16160,Nils-Jonathan Körber,Germany,0,0.0,Hertha BSC,Res,29.0,56,186,84,20,GK,3,1,20,18,13,14,13,22,46,12,14,37,11,15
16161,Casper Olesen,Denmark,0,0.0,SønderjyskE,Sub,13.0,56,178,72,20,ST/LM,4,2,52,60,31,23,26,68,51,44,40,74,57,38
16162,Caolan McAleer,Northern Ireland,0,0.0,Finn Harps,RW,11.0,57,175,67,23,RM/LW/RW,4,2,60,62,24,40,32,34,38,60,25,73,42,52
16163,Daniel Byrne,Republic of Ireland,0,0.0,Bohemian FC,RCB,6.0,56,186,78,23,CB/CM,2,2,53,46,58,55,59,55,53,44,52,60,29,31
16164,Alex Rufer,New Zealand,0,0.0,Well. Phoenix,Sub,14.0,56,184,75,20,CAM/CF,3,2,53,54,25,21,37,37,42,54,24,75,48,40
16165,Danijel Nizic,Australia,0,0.0,Morecambe,Sub,12.0,56,188,77,22,GK,2,1,22,13,13,18,15,24,57,7,11,37,21,27
16166,Shane Griffin,Republic of Ireland,0,0.0,Cork City,Sub,20.0,56,180,65,22,LB,3,2,49,52,57,53,54,53,54,51,50,68,32,42
16167,Jorge Calderón,Mexico,0,0.0,León,Res,84.0,56,160,56,23,RM,3,3,58,64,20,17,22,31,54,46,18,45,56,70
16168,Joe Lumley,England,0,0.0,Bristol Rovers,GK,31.0,56,190,73,22,GK,3,1,23,19,14,20,19,26,55,19,25,46,12,17
16169,Kealan Dillon,Republic of Ireland,0,0.0,Longford Town,RCM,7.0,56,181,76,23,CM,3,3,54,54,46,52,53,40,60,54,45,69,52,49
16170,Connor Randall,England,0,0.0,Liverpool,Res,56.0,56,180,76,21,RB,4,3,57,58,49,61,60,57,57,50,54,62,44,56
16171,Alex Kenyon,England,0,0.0,Morecambe,Sub,4.0,56,180,76,24,CM/CDM,2,2,59,55,46,55,60,61,51,42,50,62,42,44
16172,Turki Ahmed Al Khudair,Saudi Arabia,0,0.0,Al Ittihad,Res,20.0,56,178,75,29,CM,3,2,61,50,43,44,41,57,48,47,42,45,52,42
16173,Antonino Daí,Italy,0,0.0,Trapani,Sub,3.0,56,178,73,33,RB,2,2,47,47,54,62,61,61,55,27,61,55,24,31
16174,Ryan Scully,Scotland,0,0.0,Partick Thistle,Sub,12.0,56,185,76,24,GK,3,1,22,12,21,13,20,18,55,11,18,45,12,16
16175,Bradley Barry,England,0,0.0,Swindon Town,Sub,27.0,56,183,76,22,RWB/RB,2,2,51,49,53,56,55,56,54,48,56,68,25,43
16176,Joshua Daniels,Republic of Ireland,0,0.0,Derry City,Sub,10.0,56,174,65,21,LM/RM,3,3,47,60,30,29,40,45,47,53,42,70,55,41
16177,Luis Sotomayor,Chile,0,0.0,Depor. Iquique,Sub,30.0,56,178,72,20,GK,2,1,17,14,15,20,11,19,57,14,24,42,19,24
16178,Paul Mullin,England,0,0.0,Morecambe,ST,7.0,56,178,71,22,ST/CAM,2,2,55,46,21,19,16,31,53,57,14,65,55,60
16179,Oscar Suárez,Mexico,0,0.0,León,Res,90.0,56,174,63,21,LB,3,2,54,56,53,61,44,64,51,48,50,64,36,46
16180,James Weir,England,0,0.0,Wigan Athletic,Sub,47.0,56,177,71,21,CAM,2,2,61,61,41,38,35,41,52,52,33,65,36,46
16181,Dion Conroy,England,0,0.0,Swindon Town,LCB,25.0,56,181,78,21,CB,3,2,48,36,55,62,60,43,45,28,51,55,16,34
16182,Robert Cornwall,Republic of Ireland,0,0.0,Bohemian FC,Sub,5.0,56,183,86,22,CB/RB,3,2,50,50,58,55,59,58,49,42,56,55,23,35
16183,Stepan Rebenko,Russia,0,0.0,Arsenal Tula,Res,75.0,56,180,75,21,CB/RB,3,2,34,31,53,60,62,50,46,25,53,75,26,41
16184,Dillon Barnes,England,0,0.0,Colchester,Sub,25.0,56,193,75,20,GK,3,1,16,13,11,11,11,25,44,12,16,47,19,23
16185,Nouh Al Mousa,Saudi Arabia,0,0.0,Al Fateh,RDM,8.0,56,170,66,26,CM/LM/RM,3,2,51,47,31,45,36,53,62,57,47,75,49,37
16186,Bartosz Kwiecień,Poland,0,0.0,Korona Kielce,Sub,99.0,56,186,80,22,CDM/CB,3,2,58,53,40,52,50,59,52,54,47,69,52,37
16187,Bryn Morris,England,0,0.0,Shrewsbury,Sub,16.0,56,182,71,20,CM/CDM,3,2,57,47,47,57,53,60,52,50,50,68,32,47
16188,Luke Coulson,England,0,0.0,Barnet,Sub,17.0,56,179,71,23,LM/RM,3,2,52,54,46,46,44,48,53,51,50,77,41,47
16189,Charlie Burns,England,0,0.0,MK Dons,Res,29.0,56,188,76,21,GK,2,1,19,11,12,15,18,19,53,9,14,34,16,14
16190,Jakub Miszczuk,Poland,0,0.0,Ruch Chorzów,Sub,24.0,56,186,76,26,GK,2,1,20,11,12,19,21,37,55,11,22,31,11,22
16191,Mohammed Al Taweel,Saudi Arabia,0,0.0,Al Khaleej,Sub,33.0,56,180,70,26,GK,1,1,23,17,17,19,15,18,53,16,23,40,12,23
16192,Lucas Hägg-Johansson,Sweden,0,0.0,Kalmar FF,Sub,32.0,56,189,79,22,GK,3,1,23,17,19,14,20,23,46,13,24,42,17,22
16193,Francesco Pacini,Italy,0,0.0,Novara,Sub,31.0,56,196,83,22,GK,2,1,21,12,10,14,19,27,59,18,23,45,15,24
16194,Mubarak Al Sultan,Saudi Arabia,0,0.0,Al Fateh,Sub,80.0,56,168,70,23,LM/CM,3,3,60,54,40,48,36,57,49,55,43,69,28,39
16195,Sultan Al Dossari,Saudi Arabia,0,0.0,Al Wehda,Sub,80.0,56,189,87,26,CDM/CB,3,2,49,49,49,55,56,73,52,32,49,33,35,44
16196,Wladimiro Falcone,Italy,0,0.0,Sampdoria,Res,30.0,56,195,85,21,GK,2,1,20,13,16,16,11,15,47,5,8,28,19,29
16197,Kieran Kennedy,England,0,0.0,Motherwell,Sub,16.0,56,183,70,23,CB,3,2,44,30,54,59,63,63,41,21,48,53,22,25
16198,Mohammed Majrashi,Saudi Arabia,0,0.0,Al Faisaly,Sub,19.0,56,180,72,25,LM/ST,3,2,54,61,12,30,27,56,56,53,12,64,55,49
16199,Matt Acton,Australia,0,0.0,Melb. Victory,Sub,40.0,56,184,85,24,GK,2,1,18,19,16,19,19,18,51,20,25,40,19,27
16200,Joachim Osvold,Norway,0,0.0,FK Bodø/Glimt,Sub,19.0,56,186,76,22,ST,3,2,55,43,13,16,16,34,50,54,14,59,58,68
16201,Fahad Mohammed Al Munaif,Saudi Arabia,0,0.0,Al Faisaly,Sub,9.0,56,178,78,27,ST/RM,3,2,46,50,22,25,29,39,50,54,22,74,57,63
16202,Soliman Sofyani,Saudi Arabia,0,0.0,Al Faisaly,Res,30.0,56,179,85,26,GK,3,1,22,16,17,12,17,18,46,14,23,46,11,15
16203,Lewis Hawkins,England,0,0.0,Hartlepool,Sub,18.0,56,180,80,23,CM/RW,3,2,60,58,50,41,43,71,51,48,54,69,31,36
16204,Ger Pender,Republic of Ireland,0,0.0,Bray Wanderers,Sub,17.0,56,178,71,22,ST,2,2,54,45,19,18,18,36,54,58,17,56,59,53
16205,Theo Wharton,St Kitts Nevis,0,0.0,Cardiff City,Res,40.0,56,178,68,22,CM,3,2,62,54,34,47,41,55,56,48,40,53,35,49
16206,Packie Mailey,Republic of Ireland,0,0.0,Finn Harps,Sub,5.0,56,191,81,28,CB,2,2,29,27,56,51,56,59,46,19,53,42,23,27
16207,Kyle Callan-McFadden,Republic of Ireland,0,0.0,Sligo Rovers,Sub,5.0,56,183,78,21,CB,3,2,35,33,53,54,56,60,51,23,55,53,23,34
16208,Wojciech Małecki,Poland,0,0.0,Górnik Łęczna,Sub,1.0,56,188,81,26,GK,3,1,25,19,15,17,20,19,53,14,25,41,20,30
16209,Liam Martin,Republic of Ireland,0,0.0,Sligo Rovers,Sub,27.0,57,178,67,23,LM/ST,3,3,56,59,17,18,19,35,55,54,24,67,58,59
16210,Patrick Lacey,England,0,0.0,Accrington,Sub,17.0,56,183,78,24,CM/RB,4,2,55,56,48,50,53,71,56,55,48,68,46,39
16211,Thomas McMonagle,Republic of Ireland,0,0.0,Finn Harps,Sub,14.0,56,183,75,26,CB,3,2,40,31,56,48,58,60,50,36,51,54,13,43
16212,Mats Haakenstad,Norway,0,0.0,Lillestrøm SK,Sub,2.0,59,183,73,23,LB/CM,3,2,58,55,50,52,53,67,44,50,51,83,48,29
16213,Shane Grimes,Republic of Ireland,0,0.0,Dundalk,Res,12.0,56,181,71,30,LB,3,2,53,44,57,54,57,69,50,47,53,55,37,41
16214,Don Cowan,United States,0,0.0,Longford Town,Sub,9.0,56,179,85,27,ST,2,2,50,55,18,17,19,41,49,52,24,91,49,55
16215,Naoki Yamada,Japan,0,0.0,Urawa Diamonds,Sub,40.0,56,168,66,26,CM,3,2,62,60,37,35,28,55,62,62,55,71,40,42
16216,Mark Salmon,Republic of Ireland,0,0.0,Bray Wanderers,Sub,8.0,56,185,73,28,CM,3,2,58,55,54,51,56,53,51,52,45,53,54,58
16217,Jamie Turley,England,0,0.0,Newport County,Sub,5.0,56,185,80,26,CB/RB,3,2,37,35,56,52,55,65,60,39,50,57,34,34
16218,Dragan Mihajlovic,Switzerland,0,0.0,FC Lugano,RB,91.0,56,177,74,25,RB/LM,2,2,52,52,54,61,55,61,57,59,49,60,50,28
16219,Ivan Komissarov,Russia,0,0.0,FC Rostov,Sub,1.0,56,190,80,28,GK,2,1,29,15,15,15,15,29,49,19,17,46,13,22
16220,Alexandr Denisov,Russia,0,0.0,Arsenal Tula,RCB,71.0,56,186,83,28,CB,3,2,55,58,54,48,50,57,63,44,52,70,61,51
16221,Hong Jung Nam,Korea Republic,0,0.0,Jeonbuk Hyundai,GK,1.0,56,186,79,28,GK,3,1,21,14,11,15,15,20,62,17,22,36,15,18
16222,Fan Xiaodong,China PR,LB,4.0,Free Agents,Res,99.0,56,178,72,30,LM/LB,2,3,58,58,44,27,40,55,61,52,41,64,49,40
16223,Noel Haverty,Republic of Ireland,0,0.0,Longford Town,RCB,4.0,56,181,74,28,CB/RB,3,2,49,49,54,54,55,67,54,22,53,34,39,54
16224,Conor Powell,Republic of Ireland,0,0.0,Longford Town,LB,3.0,56,175,80,29,LB,3,2,54,51,53,52,54,58,53,49,53,55,38,42
16225,Lee Molyneux,England,0,0.0,Morecambe,CAM,10.0,56,186,81,28,LM,2,2,49,53,49,48,52,57,47,56,48,72,41,32
16226,Francesco Russo,Italy,0,0.0,FC Lugano,Sub,30.0,56,188,76,35,GK,3,1,13,8,21,20,24,42,58,17,20,50,7,10
16227,Jonas Jensen,Denmark,0,0.0,Esbjerg fB,Sub,1.0,56,188,86,31,GK,3,1,18,6,8,20,19,40,57,14,16,46,12,20
16228,Wayne Brown,England,0,0.0,Oxford United,Res,39.0,56,185,73,40,GK,3,1,19,19,12,16,14,36,52,16,23,22,11,14
16229,Barry Molloy,Republic of Ireland,0,0.0,Finn Harps,Sub,19.0,56,179,84,33,CDM/CM,2,2,55,43,51,56,55,60,53,41,55,44,41,48
16230,Hwang In Hyeok,Korea Republic,0,0.0,GwangJu FC,Res,25.0,55,190,76,21,CB,3,2,30,24,54,48,56,58,42,26,48,55,24,38
16231,Lee Soon Min,Korea Republic,0,0.0,GwangJu FC,Res,15.0,55,177,70,22,LB,3,2,52,54,52,52,56,40,48,48,50,60,34,32
16232,Majed Al Daini,Saudi Arabia,0,0.0,Al Wehda,Sub,24.0,55,172,72,22,LM/ST,3,2,51,55,25,23,23,32,42,56,28,70,57,56
16233,Choe Jae Hyeon,Korea Republic,0,0.0,Jeonnam Dragons,Res,22.0,55,184,77,22,LB,3,2,50,52,58,54,58,46,46,44,52,60,34,38
16234,Lautaro Belleggia,Argentina,0,0.0,Bahía Blanca,Sub,17.0,55,174,70,20,RM,3,3,46,58,32,44,38,36,49,44,26,71,42,65
16235,Juan Pablo Vacca,Colombia,0,0.0,La Equidad,Res,5.0,55,185,77,19,CB,3,2,48,27,51,48,53,59,56,24,61,56,16,32
16236,Petar Pusic,Switzerland,0,0.0,Grasshopper,Res,28.0,55,169,63,18,CDM/CM,4,2,52,47,52,52,55,57,52,33,49,60,30,45
16237,Arijan Qollaku,Switzerland,0,0.0,Grasshopper,Res,29.0,55,182,76,20,RB,3,2,42,50,46,53,58,66,58,43,57,76,31,34
16238,Felix Horn Myhre,Norway,0,0.0,Vålerenga Fotball,Res,23.0,55,178,69,18,CDM/CM,3,2,60,55,45,52,56,60,55,36,55,55,32,45
16239,Cristian Tovar,Colombia,0,0.0,Deportes Tolima,Res,4.0,55,182,70,18,CB,3,2,36,22,53,59,56,55,55,22,54,68,20,33
16240,Daniil Kuzmin,Russia,0,0.0,FC Tom Tomsk,Res,91.0,55,177,62,19,CM,3,3,55,54,46,67,51,62,60,29,46,58,36,48
16241,Mauricio Godoy,Chile,0,0.0,CD Huachipato,Res,40.0,55,171,68,20,RW/LW,3,4,53,57,21,23,22,33,31,61,18,68,61,51
16242,Kerim Can Güzeldal,Turkey,0,0.0,Kayserispor,Res,32.0,55,177,70,18,CDM,3,2,52,56,46,64,52,65,52,41,45,57,35,52
16243,Mateo Rodas,Colombia,0,0.0,Deportivo Cali,Res,13.0,55,185,78,19,CB,2,2,43,31,48,52,55,49,48,28,52,62,24,30
16244,Luis Rodríguez,Colombia,0,0.0,Envigado,Res,24.0,55,182,70,22,CB,2,2,35,24,56,53,57,61,53,21,55,63,19,32
16245,Camilo Velásquez,Colombia,0,0.0,Envigado,LM,22.0,55,176,71,19,LM,3,3,49,54,32,49,39,50,52,58,41,71,41,49
16246,Sebastián Rodríguez,Colombia,0,0.0,Once Caldas,Sub,32.0,55,186,71,20,RB,2,2,42,47,46,54,49,53,53,44,57,74,26,35
16247,Johan Jiménez,Colombia,0,0.0,Águilas Doradas,Res,16.0,55,185,79,19,ST,3,3,53,54,18,19,18,29,52,57,14,62,53,63
16248,Filippo Delli Carri,Italy,0,0.0,Pescara,Res,25.0,55,189,80,17,CB/CDM,3,2,42,29,59,47,57,53,44,15,50,50,17,18
16249,Hassan Ndam,Cameroon,0,0.0,NY Red Bulls,Res,40.0,55,193,88,18,CB,2,2,42,44,48,52,51,64,48,32,48,77,26,41
16250,Arnaud Bodart,Belgium,0,0.0,Standard Liège,Res,16.0,55,187,75,19,GK,2,1,11,9,10,14,12,15,48,6,15,17,7,10
